#,Business Name,Industry/Niche,Bogota Location,Website,Website Problem,Business Email,Evidence/Source,Why High-Ticket Prospect,Lead Score
62,Fisioterapia Bogotá — Sandra Rincón,Fisioterapia / rehabilitación deportiva,"Cl. 53b #27-24, Cons. 707, detrás C.C. Galerías, Bogotá",https://sandrarincon.com.co/Fisioterapia-Bogota/,"OUTDATED — plantilla WordPress/Slider Revolution anticuada, diseño genérico, sin reservas en línea",ft.sandrarincon@gmail.com,sandrarincon.com.co (sitio + footer),Clientes recurrentes de rehabilitación de lesiones con alto valor de referido; práctica respaldada por 700+ testimonios pero un sitio sin pulir la subestima frente a prospectos que comparan proveedores en línea.,7
63,Full Bodas – Wedding Planners Bogotá,Planeación de bodas,"Tv. 26 #53C-78, Teusaquillo, Bogotá",NO WEBSITE (fullbodas.com resuelve a un marketplace chileno no relacionado),NO WEBSITE,info@fullbodas.com,Google Maps (4.5★); Instagram @fullbodas (bio); Facebook; registro mercantil (Full Bodas S.A.S.),Empresa registrada de diseño de bodas con presencia social activa pero cero presencia web propia — los prospectos no pueden encontrarla/investigarla en línea antes de una reserva de alto valor.,7
64,G&D Consulting Group,Outsourcing contable y tributario,"Calle 98 #18-71, Of. 604-607, Ed. Varese, Bogotá",https://www.gydconsulting.com,"LOW-CONVERSION WEBSITE — patrones de carga anticuados, sin testimonios pese a certificación ISO y escala multi-ciudad",info@gydconsulting.com,gydconsulting.com,"Firma contable certificada ISO 9001:2015 en Bogotá/Medellín/Cali; credibilidad real no exhibida, sin prueba social que convierta visitantes.",7
65,GCS Consultores Empresariales,Consultoría empresarial/gerencial,"Calle 90 #11-13, Piso 5, Ed. Urban Plaza, Bogotá",https://consultoresgcs.com,"LOW-CONVERSION WEBSITE — solo suscripción a newsletter, sin testimonios ni casos de éxito",info@consultoresgcs.com,consultoresgcs.com,Consultoría enfocada en NIIF/IFRS con oficina real en edificio clase A de Bogotá; la ruta de conversión es prácticamente inexistente.,7
66,Gil & Roa Abogados,Propiedad intelectual + derecho corporativo/comercial,"Calle 90 #11-13, Piso 5, Bogotá",https://gilroaabogados.com/,"POOR DESIGN — páginas densas de texto, navegación confusa",nelsonroa@gilroaabogados.com,gilroaabogados.com (servicios),"Firma multi-ciudad (Cali + Bogotá) en PI, corporativo e insolvencia para empresas; el sitio saturado esconde credibilidad real.",7
67,Goods y Services Cía.,Avalúos y asesoría inmobiliaria comercial,"Cra. 15 #88-21, Of. 702, Bogotá D.C.",https://goodsyservices.com/compania-avaluos-bogota/,"OUTDATED — descripciones de imágenes sin llenar ('Brand Name : Brand Short Description'), plantilla Elementor genérica, jerarquía visual débil",licitaciones@goodsyservices.com,goodsyservices.com,"Avalúos certificados RICS/IVS para activos institucionales/comerciales — alta dependencia de confianza, mandatos de alto valor.",7
68,HAR Lab (High Athletic Recovery Laboratory),Fisioterapia / rehabilitación deportiva premium,"Cra 66 #67D-64, Bogotá",https://harlab.com.co/,"WEBSITE EXISTS BUT VERY WEAK — secciones de plantilla genérica irrelevantes al negocio (ej. enlaces de 'Dentistas' en el footer), sin testimonios",facturacionhargroup@gmail.com,harlab.com.co,"Se posiciona como laboratorio premium de recuperación atlética (evaluaciones personalizadas, fortalecimiento funcional) — alto valor por cliente, imagen premium opacada por contenido de plantilla sin terminar.",7
69,HyG Abogados,Derecho inmobiliario,"Carrera 16 #93a-36, Of. 803, Chicó Norte, Bogotá",https://hygabogados.com/,"POOR DESIGN — el mapa incrustado muestra Medellín/Londres en vez de la ubicación real, elemento roto/desactualizado",Contacto@hygabogados1.com,hygabogados.com/contacto/,Estudios de títulos y trabajo transaccional inmobiliario de alto valor por transacción; un mapa roto es un defecto concreto y corregible que erosiona confianza.,7
70,Inmobiliaria Roberto Escallon,"Bienes raíces comerciales (oficinas, bodegas, locales)","Av. Cra 9 #126-18, Of. 404, Santa Bárbara Oriental, Bogotá",https://robertoescallon.com/ventas-de-inmueble-bogota/,"OUTDATED — construcción básica Elementor/WordPress, sin estilo premium, galería estándar",inmobiliaria@robertoescallon.com,robertoescallon.com,"Corretaje comercial (oficinas/bodegas/locales) — tamaños de negocio y comisiones grandes por transacción.",7
71,Innova Laser Center,"Medicina estética (láser, rejuvenecimiento facial)","Calle 103 #14A-53, Bogotá",https://innovalasercenter.com,"LOW-CONVERSION WEBSITE — sin sistema de reservas en línea, sin sección de testimonios/reseñas",info@innovalasercenter.com,innovalasercenter.com/contacto-especialista-medicina-estetica/,Clínica regulada por INVIMA/Supersalud en láser y rejuvenecimiento facial; tickets altos por tratamiento.,7
72,Jiménez y Jiménez Abogados (H. Jiménez Abogados),Propiedad intelectual,"Carrera 7A #69-65, Of. 301-302, Bogotá",https://www.hjimenezabogados.com/en,"WEBSITE EXISTS BUT VERY WEAK — plantilla Wix genérica, menú de servicios repetitivo, versión en inglés sin contenido",contactenos@hjimenezabogados.com,hjimenezabogados.com/en (home + contacto),Atiende clientes públicos y privados en temas de PI; el sitio tipo plantilla no coincide con la credibilidad que exigen clientes institucionales.,7
73,K-Design,"Diseño de interiores, remodelación, obra gris, domótica",Bogotá,https://k-design.com.co/,POOR DESIGN — plantilla estándar de pequeña empresa; sin identidad visual/de marca fuerte que respalde el posicionamiento 'premium/automatización',comercial@k-design.com.co,k-design.com.co (footer),Ofrece alcance de alto ticket (obra gris estructural + domótica + diseño) — venta crítica en confianza y liderada visualmente.,7
74,La Divina Boda,Planeación de bodas y eventos,"Cl 147 #7g-52, Usaquén, Bogotá",http://www.ladivinaboda.com/,"WEBSITE EXISTS BUT VERY WEAK — la portada solo muestra el contenido placeholder genérico del constructor 'Hostinger Horizons', no el sitio real",info@ladivinaboda.com,"Google Maps (4.8★, 30 reseñas); Facebook (5.245 me gusta); listado Cybo (email confirmado)",Productor de bodas/quinceañeros consolidado con seguimiento local real (5K+ likes en FB) pero un sitio visiblemente roto/sin terminar — eventos de alto valor con embudo débil.,7
75,Marco Martínez Estética (Dr. Marco A. Martínez Belloso),"Medicina estética (botox, láser, facial/corporal)","Carrera 7c #124-52, Piso 2, Bogotá",https://marcomartinezestetica.com/,"WEBSITE EXISTS BUT VERY WEAK — plantilla genérica, sin galería de antes/después, testimonios delgados/duplicados, poco detalle de credenciales",info@marcomartinezestetica.com,marcomartinezestetica.com/contacto,Clientes recurrentes de inyectables/láser en oficina premium del norte de Bogotá; faltan justo las pruebas visuales que impulsan conversión en esta categoría.,7
76,Megapredios,"Remodelación (apartamentos, casas, oficinas) y diseño de interiores","Cra 67 #42-89, Bogotá",https://megapredios.com.co/,"POOR DESIGN — sitio en plantilla Elementor con poca distinción de marca; presentación de portafolio funcional, no premium/aspiracional",info@megapredios.com.co,megapredios.com.co (footer),Maneja remodelación integral + licencias + presupuestos — servicio de alto valor dependiente de confianza para propietarios.,7
77,MiPsiquiatra.com.co (Citas Psiquiatría Bogotá),Psiquiatría privada,"Avenida Calle 127 #21-60, Piso 4, Bogotá D.C.",https://mipsiquiatra.com.co/,"WEBSITE EXISTS BUT VERY WEAK — plantilla genérica de GoDaddy Website Builder, sin identidad de marca, sin testimonios ni sistema real de reservas",contactenos@mipsiquiatra.com.co,mipsiquiatra.com.co,"Atención psiquiátrica privada continua es un servicio de alta confianza, pago directo y recurrente; un sitio genérico tipo DIY subestima la credibilidad en una categoría de investigación exhaustiva.",7
78,Ortodoncia en Bogotá (Dra. Yenny Rojas),Ortodoncia (incl. opciones premium/invisible),"Calle 18 #77-67, Of. 407, Centro Empresarial Meridiano 13 del Este, Fontibón, Bogotá",https://ortodonciaenbogota.com/,"LOW-CONVERSION WEBSITE — plantilla WordPress, fotografía de stock, sección de testimonios sin reseñas reales, sin galería de antes/después",drayennyrojas@gmail.com,ortodonciaenbogota.com,Especialista con 20+ años; tratamientos de ortodoncia (especialmente premium/invisibles) son compromisos multi-anuales de miles de USD donde el paciente investiga mucho antes de comprometerse.,7
79,PRG Tributaristas,Outsourcing tributario y contable,"Calle 100 #19-61, Of. 306, Bogotá",https://www.prgtributaristas.com,"LOW-CONVERSION WEBSITE — sin formularios de captura ni testimonios, depende solo de un widget de WhatsApp",contacto@prgtributaristas.com,prgtributaristas.com,Atiende PYMEs en cumplimiento ante DIAN/Junta Central de Contadores — nicho de alta confianza y recurrente con un sitio que no captura leads fuera del chat.,7
80,Patiño Abogados (PAC),Derecho corporativo/comercial,"Cra 55 #152B-60, Centro Empresarial MAZ Of. 1306, Bogotá",https://www.pac-abg.com/comercial.html,"OUTDATED — estética básica, desarrollo de una era anterior",jose.patino@pac-abg.com,pac-abg.com/comercial.html,"Maneja constitución de empresas, asesoría corporativa y protección al consumidor para negocios; el sitio anticuado limita los leads B2B entrantes.",7
81,Peralta Gómez Automóviles (PG Automóviles),Concesionario de vehículos usados premium/de lujo,"Cra. 64 #100-56, Bogotá",http://www.pgautos.com.co/,OUTDATED — mezcla de patrones de diseño antiguos/nuevos (construcción Slider Revolution envejecida) y depende de una cuenta de Gmail personal en vez de un correo de marca,pgautomoviles@gmail.com,"Google Maps (5.0★, 39 reseñas); sección de testimonios/footer del sitio","Las ventas de vehículos aquí llegan a decenas de miles de USD cada una; los compradores investigan concesionarios en línea primero, y un contacto de Gmail personal resta credibilidad a un showroom real.",7
82,Provisión Seguros,Corretaje de seguros (corporativo + personal),"Carrera 62 #98-12, Bogotá",https://provisionseguros.com.co,"WEBSITE EXISTS BUT VERY WEAK — enlace 'Corporativo' roto, sin WhatsApp, sin testimonios, anticuado frente a competidores tipo fintech",info@provision.com.co,provisionseguros.com.co/nosotros,"30+ años, ~400 asesores, oficina dedicada en Bogotá y línea corporativa; enlace roto y diseño débil perjudican a una operación realmente grande.",7
83,RG Colombia (Realtors Group Colombia),Agencia inmobiliaria (asesoría de venta/arriendo),"Colina Campestre, Bogotá D.C.",https://rgcolombia.com/,"OUTDATED — plantilla estándar de portal inmobiliario, carece de diseño premium/diferenciado",info@rgcolombia.com,rgcolombia.com,Se posiciona en 'asesoría y gestión inmobiliaria' para individuos y empresas — relación de asesoría dependiente de confianza.,7
84,Roberto Collins S.A.S.,Corretaje inmobiliario de lujo,"Centro 93, Cra 15 #93-60, Local 223, Bogotá",https://robertocollins.com/,"WEBSITE EXISTS BUT VERY WEAK — funcional pero genérico, sin distinción visual frente a sitios de listados de gama media pese a '60 años, inmobiliaria exclusiva'",pilar@robertocollins.com,robertocollins.com (home + footer),"Firma de 60 años vendiendo en Chicó/Rosales/Cerros de los Alpes, listados desde $4M hasta $20.000M COP; las comisiones en ventas de lujo son sustanciales.",7
